"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.objects_to_find","Input.image_url","Answer.annotation_data","Answer.label","Approve","Reject"
"3H1C3QRA00I3TTEVOAPRGKRC8DCCEE","3SJ5GB440G69LJ04YEJPBJXSQIZ4QA","Locate bib number in an image","You will be shown an image and asked to locate objects with bib number and annotate it","image, tag, picture, tagging, photo, different, segmentation","$0.04","Wed Apr 04 10:03:27 PDT 2018","1","BatchId:3180686;OriginalHitTemplateId:862366346;","3600","259200","Wed Apr 11 10:03:27 PDT 2018","","","3VA45EW49NM841FGST85SKYNZZ71O5","A1IOMFFEKCWOIT","Approved","Wed Apr 04 10:26:23 PDT 2018","Wed Apr 04 10:26:53 PDT 2018","Sat Apr 07 10:26:53 PDT 2018","2018-04-07 17:27:37 UTC","","","30","97% (235/242)","97% (235/242)","0% (0/0)","0001_1682997.jpg","https://s3.amazonaws.com/running-ml/0001_1682997.jpg","[{""left"":1141,""top"":1131,""width"":258,""height"":160,""label"":""1912""}]","{}"
"33W1NHWFYGKIQ5726JYUQ4SYK5KZTP","3SJ5GB440G69LJ04YEJPBJXSQIZ4QA","Locate bib number in an image","You will be shown an image and asked to locate objects with bib number and annotate it","image, tag, picture, tagging, photo, different, segmentation","$0.04","Wed Apr 04 10:03:27 PDT 2018","1","BatchId:3180686;OriginalHitTemplateId:862366346;","3600","259200","Wed Apr 11 10:03:27 PDT 2018","","","3EICBYG644VEQTYHSD5K1K0S42PCJO","A1IOMFFEKCWOIT","Approved","Wed Apr 04 10:55:13 PDT 2018","Wed Apr 04 10:56:54 PDT 2018","Sat Apr 07 10:56:54 PDT 2018","2018-04-07 17:57:37 UTC","","","101","97% (235/242)","97% (235/242)","0% (0/0)","0001_1682999.jpg","https://s3.amazonaws.com/running-ml/0001_1682999.jpg","[{""left"":1579,""top"":851,""width"":278,""height"":147,""label"":""1642""}]","{}"
"3LEG2HW4UEMI1PMPMSKRMP3Q8NEF2Q","3SJ5GB440G69LJ04YEJPBJXSQIZ4QA","Locate bib number in an image","You will be shown an image and asked to locate objects with bib number and annotate it","image, tag, picture, tagging, photo, different, segmentation","$0.04","Wed Apr 04 10:03:27 PDT 2018","1","BatchId:3180686;OriginalHitTemplateId:862366346;","3600","259200","Wed Apr 11 10:03:27 PDT 2018","","","3II4UPYCOJ65H888NZK4IRUW3XRDQE","A34M93NJC830DP","Approved","Wed Apr 04 10:18:05 PDT 2018","Wed Apr 04 10:18:33 PDT 2018","Sat Apr 07 10:18:33 PDT 2018","2018-04-07 17:18:37 UTC","","","28","98% (92/94)","98% (92/94)","0% (0/0)","0001_1683001.jpg","https://s3.amazonaws.com/running-ml/0001_1683001.jpg","[{""left"":1216,""top"":934,""width"":191,""height"":168,""label"":""1912""}]","{}"
"371Q3BEXDG8HB5UNHJT4GZWCIM6ZS0","3SJ5GB440G69LJ04YEJPBJXSQIZ4QA","Locate bib number in an image","You will be shown an image and asked to locate objects with bib number and annotate it","image, tag, picture, tagging, photo, different, segmentation","$0.04","Wed Apr 04 10:03:27 PDT 2018","2","BatchId:3180686;OriginalHitTemplateId:862366346;","3600","259200","Sat Apr 14 08:56:02 PDT 2018","","","3NPFYT4IZC3S2PJBB3G4IKTMDXJXG4","A2FZE7CARM54IG","Approved","Sat Apr 07 09:40:55 PDT 2018","Sat Apr 07 09:41:26 PDT 2018","Tue Apr 10 09:41:26 PDT 2018","2018-04-10 16:41:37 UTC","","","31","100% (3/3)","100% (3/3)","0% (0/0)","0001_1683003.jpg","https://s3.amazonaws.com/running-ml/0001_1683003.jpg","[{""left"":1221,""top"":617,""width"":287,""height"":214,""label"":""1642""}]","{}"
"371Q3BEXDG8HB5UNHJT4GZWCIM6ZS0","3SJ5GB440G69LJ04YEJPBJXSQIZ4QA","Locate bib number in an image","You will be shown an image and asked to locate objects with bib number and annotate it","image, tag, picture, tagging, photo, different, segmentation","$0.04","Wed Apr 04 10:03:27 PDT 2018","2","BatchId:3180686;OriginalHitTemplateId:862366346;","3600","259200","Sat Apr 14 08:56:02 PDT 2018","","","3VHP9MDGRNJYLRCL9NEZMM80BV6CFJ","AA7BTDZQNHW5","Rejected","Wed Apr 04 10:12:36 PDT 2018","Wed Apr 04 10:19:11 PDT 2018","Sat Apr 07 10:19:11 PDT 2018","","Sat Apr 07 08:56:02 PDT 2018","you should draw rectangle around a bib number, not around a human","395","67% (2/3)","67% (2/3)","0% (0/0)","0001_1683003.jpg","https://s3.amazonaws.com/running-ml/0001_1683003.jpg","[{""left"":858,""top"":230,""width"":899,""height"":1765,""label"":""1642""}]","{}"
"3Y7LTZE0YSLXQIMR6OO4V0E03JRZUG","3SJ5GB440G69LJ04YEJPBJXSQIZ4QA","Locate bib number in an image","You will be shown an image and asked to locate objects with bib number and annotate it","image, tag, picture, tagging, photo, different, segmentation","$0.04","Wed Apr 04 10:03:27 PDT 2018","1","BatchId:3180686;OriginalHitTemplateId:862366346;","3600","259200","Wed Apr 11 10:03:27 PDT 2018","","","3X65QVEQI0MKLJMHVYHXHZDK8RUCLQ","A1IOMFFEKCWOIT","Approved","Wed Apr 04 10:55:36 PDT 2018","Wed Apr 04 10:58:39 PDT 2018","Sat Apr 07 10:58:39 PDT 2018","2018-04-07 17:59:37 UTC","","","183","97% (235/242)","97% (235/242)","0% (0/0)","0001_1683004.jpg","https://s3.amazonaws.com/running-ml/0001_1683004.jpg","[{""left"":1580,""top"":866,""width"":195,""height"":136,""label"":""1642""}]","{}"
"31YWE12TEZB6NCAGSY78ONK5N8VX7E","3SJ5GB440G69LJ04YEJPBJXSQIZ4QA","Locate bib number in an image","You will be shown an image and asked to locate objects with bib number and annotate it","image, tag, picture, tagging, photo, different, segmentation","$0.04","Wed Apr 04 10:03:28 PDT 2018","1","BatchId:3180686;OriginalHitTemplateId:862366346;","3600","259200","Wed Apr 11 10:03:28 PDT 2018","","","34S9DKFK73ONCMQ733F1RI9SGAAYNK","A2NJTYYY37DNO","Approved","Wed Apr 04 10:25:21 PDT 2018","Wed Apr 04 10:25:59 PDT 2018","Sat Apr 07 10:25:59 PDT 2018","2018-04-07 17:26:37 UTC","","","38","97% (76/78)","97% (76/78)","0% (0/0)","0001_1683006.jpg","https://s3.amazonaws.com/running-ml/0001_1683006.jpg","[{""left"":1584,""top"":959,""width"":207,""height"":123,""label"":""152""}]","{}"
"3SMIWMMK604TWNHMV14XWWKIMHNUWL","3SJ5GB440G69LJ04YEJPBJXSQIZ4QA","Locate bib number in an image","You will be shown an image and asked to locate objects with bib number and annotate it","image, tag, picture, tagging, photo, different, segmentation","$0.04","Wed Apr 04 10:03:28 PDT 2018","1","BatchId:3180686;OriginalHitTemplateId:862366346;","3600","259200","Wed Apr 11 10:03:28 PDT 2018","","","3EKVH9QMEY3OPP6NLOU3M9WTNRFD22","A1IOMFFEKCWOIT","Approved","Wed Apr 04 10:59:40 PDT 2018","Wed Apr 04 11:02:12 PDT 2018","Sat Apr 07 11:02:12 PDT 2018","2018-04-07 18:02:37 UTC","","","152","97% (235/242)","97% (235/242)","0% (0/0)","0001_1683007.jpg","https://s3.amazonaws.com/running-ml/0001_1683007.jpg","[{""left"":1984,""top"":1330,""width"":146,""height"":99,""label"":""152""}]","{}"
"39RRBHZ0AT0X3XBRBEY9RMGJHQ0ZV5","3SJ5GB440G69LJ04YEJPBJXSQIZ4QA","Locate bib number in an image","You will be shown an image and asked to locate objects with bib number and annotate it","image, tag, picture, tagging, photo, different, segmentation","$0.04","Wed Apr 04 10:03:28 PDT 2018","2","BatchId:3180686;OriginalHitTemplateId:862366346;","3600","259200","Sat Apr 14 06:36:26 PDT 2018","","","388U7OUMF70BUPMEO2L98AKI5V70RY","A36ABFLSNFESVJ","Rejected","Wed Apr 04 22:12:43 PDT 2018","Wed Apr 04 22:13:32 PDT 2018","Sat Apr 07 22:13:32 PDT 2018","","Sat Apr 07 06:36:25 PDT 2018","You should input a _number_  as a label, not a name of object.","49","0% (0/1)","0% (0/1)","0% (0/0)","0001_1683008.jpg","https://s3.amazonaws.com/running-ml/0001_1683008.jpg","[{""left"":1125,""top"":473,""width"":55,""height"":26,""label"":""bib number""},{""left"":1075,""top"":356,""width"":143,""height"":348,""label"":""person""}]","{}"
"39RRBHZ0AT0X3XBRBEY9RMGJHQ0ZV5","3SJ5GB440G69LJ04YEJPBJXSQIZ4QA","Locate bib number in an image","You will be shown an image and asked to locate objects with bib number and annotate it","image, tag, picture, tagging, photo, different, segmentation","$0.04","Wed Apr 04 10:03:28 PDT 2018","2","BatchId:3180686;OriginalHitTemplateId:862366346;","3600","259200","Sat Apr 14 06:36:26 PDT 2018","","","3LKC68YZ3A2152VJPHXQLAOHVH4OWP","AJFS39RTZY3LC","Approved","Sat Apr 07 09:17:02 PDT 2018","Sat Apr 07 09:17:59 PDT 2018","Tue Apr 10 09:17:59 PDT 2018","2018-04-10 16:18:37 UTC","","","57","89% (94/106)","89% (94/106)","0% (0/0)","0001_1683008.jpg","https://s3.amazonaws.com/running-ml/0001_1683008.jpg","[{""left"":1860,""top"":1362,""width"":161,""height"":102,""label"":""152""}]","{}"
